id,text,label
219,Nikmati cicilan 0% sampai 12 bulan untuak pamasanan tiket pisawat air asia jo kartu kredit bni!,neutral
209,"Kue-kue nan disajian mambuek awak takana masa lalu. Sadolahnyo mode kue jaman dulu, antah itu dari penampilan maupun raso. Kuenyo lamak dan haragonyo murah lo.",positive
436,Ibu pernah bakarajo di grab indonesia,neutral
394,"Paliang suko bana makan siang di siko ayam jo ladonyo lamak bana harago lua biaso himat, raso ayamnyo maresap sampai katulangnyo, es lidah buayonyo juo segar buek sajuak paruik siap makan lado yang padeh, palayannyo sigap dan ramah, yang wak suko di tampek kasir ado tulisan 10% disumbangan untuak baamal, buek makan jadi labiah lamak ka paruik",positive
592,Palayanan bus DAMRI sangaik elok,positive
317,Nio buek postingan yang isionyo maedukasi customers gojek.,neutral
352,Ratuihan rumah di medan tarandam banjir,neutral
751,"Barangnyo lumayan, cuma yang den heran xiomi redmi note 2 ko tombol onnyo memang agak rusak? Tu baterai memang capek low bat juragan?",negative
856,Payah bana mampacayoi urang nan alah pernah bakianat,negative
504,"Lokasi di gombel jo pamandangan semarang, tibolah malam dek lampu kota akan tacaliak, makanan lamak steak jo teh hangek menu wajib di siko, ambiak spot di lua dek udaro dingin dan sajuak",positive
13,"Wakatu tu ka siko pasan nasi goreng jo kantang koreng, nasi gorengnyo sadolah suko. Kantang gorengnyo lamak bana, dan presentasinyo rancak. Kecek keluarga kopinyo lamak. Hal nan sangat rancak disiko adalah tampeknyo lueh dan yang di lua bisa caliak pemandangan dusun bambu, tapi pelayanannyo indak capek sehinggo wak harus batanyo beberapa kali tentang pasanan wak. Haragonyo cukuik maha, tapi karano makanannyo lamak sadolahnyo jadi tabayialah. Indak paralu pikia duo kali kok nio ka tampek ko liak.",positive
978,"Nasi goreng thailand di hargo 35 ribu, polos, hanyo ado suir ayam saketek. Seafoodnyo indak ado.",negative
570,"Saroman yang wak tau, brownies nan asli dari amerika tu kue bantat yang memang bawarna cokelat. Toko amanda mengkreasian brownies jo mamasaknyo sacaro mangukuih. Brownies kukuih ko samo sakali ndak masuak. Teksturnyo malah samo jo bolu biaso. Jadi manuruik wak, iko ndak brownies.",negative
489,"Jikok tibo ka restoran ko sangaik cocok pas sore dan malam ari, mambaok pasangan untuak manikmati makan malam nan romantis dan pamandangan nan sangaik manakjubkan",positive
