abu,habu,dabu,,,,,,,,
adopsi,adopsi,angkat,angkan,,,,,,,
aduh,boh,beh,te iye,,,,,,,
aktif,aktif,dia tau benyem,umba tarus,,,,,,,
aku,aku,aku tuh,,,,,,,,
alam,alam,sakitar,,,,,,,,
alasan,alasan,pamangat pander,,,,,,,,
aman,aman,jatun bahaya,salamat,,,,,,,
amat,tutu,lalau,kalalau,,,,,,,
ambil,Duan,Manduan,juluk,,,,,,,
ancam,ancam,pander ngancam,,,,,,,,
ancaman,ancaman,ngancam pander,,,,,,,,
aneh,aneh,je aneh,,beken beken,,,,,,
anehnya,Je aneh te,je beken te,,,,,,,,
anggun,anggun,,,,,,,,,
anti,anti,dia,puna dia,dia belai,,,,,,
antisipasi,antisipasi,mencegah ih,,,,,,,,
api,apui,,,,,,,,,
apresiasi,apresiasi,bajurah,,,,,,,,
asing,asing,dia biasa,,,,,,,,
asyik,asyik,rami,,,,,,,,
badass,harat,tamam,,,,,,,,
bagi,bagi,nenga,,,,,,,,
bagus,bahalap,bajenta,,,,,,,,
bahagia,kahanjak,,,,,,,,,
bahaya,bahaya,dia aman,,,,,,,,
baik,bahalap,bajenta,,,,,,,,
ban,ban,roda,,,,,,,,
bangga,bangga,,,,,,,,,
bantu,dohop,duhup,manduhup,,,,,,,
batal,batal,balang,dia jadi,,,,,,,
batas,batas,tatas,,,,,,,,
bebas,bebas,lapas,,,,,,,,
beberapa,papire,,,,,,,,,
bela,bela,,,,,,,,,
belakang,likut,,,,,,,,,
benar,bujur,tutu,,,,,,,,
bencana,musibah,malapetaka,,,,,,,,
benci,muar,bajilek,,,,,,,,
berani,bahanyi,dia mikeh,,,,,,,,
berarti,artie,arti te,,,,,,,,
berat,behat,babehat,,,,,,,,
berbahaya,bahaya,bahaya tutu,,,,,,,,
berdarah,badaha,are daha,,,,,,,,
berdoa,badoa,laku doa,,,,,,,,
berduka,pehe atei,pehe angat,,,,,,,,
berguna,baguna,tege guna,are guna,,,,,,,
berhak,berhak,tege hak,,,,,,,,
berharap,baharap,manunggu,kaharap,,,,,,,
beri,nenga,manenga,inenga,,,,,,,
berkomitmen, ba komitmen,negei pander,,,,,,,,
berlebihan,lalau,kalabihan,lalau are,,,,,,,
bermanfaat,baguna,are guna ah,,,,,,,,
bersaing,basaing,batupa,balumba,,,,,,,
bersama,hayak,sama sama,,,,,,,,
bersedih,pehe atei,pehe angat,,,,,,,,
bersembunyi,mahindar,benyem tunis,,,,,,,,
bersorak,tariak,tantiak,basurak,karas pander,,,,,,
besar,ha'i,,,,,,,,,
biadab,mameh,humung,bangsat,jatun adat,dia baadat,,,,,
biaya,ongkos,,,,,,,,,
bingung,bingung,,,,,,,,,
bodoh,humung,,,,,,,,,
bohong,tanjaru,,,,,,,,,
bom,bom,,,,,,,,,
buka,buka,,,,,,,,,
bunga,kambang,,,,,,,,,
bungkam,nampa benyem,,,,,,,,,
bunuh,patei,,,,,,,,,
bunuh diri,patei arep,,,,,,,,,
buruk,bureng,burik,,,,,,,,
buta,bute,,,,,,,,,
cantik,bahalap,bengkeng,,,,,,,,
capai,sampai,dinun,,,,,,,,
cari,gau,manggau,,,,,,,,
cedera,luka,tundrung,,,,,,,,
cegah,usaha supaya ela,,,,,,,,,
cemas,mikeh,,,,,,,,,
cepat,capat,,,,,,,,,
cerdas,pintar,,,,,,,,,
cinta,sinta,,,,,,,,,
cium,cium,mahewau,,,,,,,,
cocok,cocok,sadang,pas akan,,,,,,,
copet,copet,maling,,,,,,,,
damai,damai,,,,,,,,,
dapat,dinun,,,,,,,,,
daya,daya,,,,,,,,,
diabaikan,anggap jatun,,,,,,,,,
diam,benyem,,,,,,,,,
diancam,ngancam awi,,,,,,,,,
dibersihkan,iparasih,,,,,,,,,
dicuri,duan ulun,duan maling,maling uluh,,,,,,,
dihukum,hukum awi,,,,,,,,,
dikalahkan,kalah awi,,,,,,,,,
dipercaya,dipercaya,,,,,,,,,
dipermalukan,mapahawen,,,,,,,,,
dipertanyakan,jadi isek,,,,,,,,,
diprovokasi,adudomba awi,,,,,,,,,
disebut-sebut,nyewut awi ulun,,,,,,,,,
ditakuti,imikeh,,,,,,,,,
ditangkap,nekap awi,,,,,,,,,
diteror,teror,ganggu,,,,,,,,
ditinggalkan,lihi,malihi,,,,,,,,
