id,text,label
219,Mengkeme angsuran nol% sampai  due welas bulan akan pameteh  tiket pesawat air asia hapan kartu kredit bni!,neutral
209,"Wadai wadai je inyedia nampae aku bernostalgia. Uras wadai jaman huran, bahalap bara tempayah dengan angat. Wadai mangat tuntang rega ah murah.",positive
436,Umay puji begawi hong grab indonesia,neutral
394,"Paling sanang tutu kuman bentuk andau hong hetuh manuk hayak sambal ah manis menyak rega luar biasa hemat, angat manuk te tame merasuk sampai kan tulang ah, es lidah buaya te kea segar mawi sedingen kenai limbah kuman sambal ji bahari, pelayan te langkap dengan bejenta, ji aku sanang hong eka kasir tege tulisan sapuluh persen menengak akan beramal, mawi kuman jadi labih mangat kan kanai",positive
592,Pelayanan BUS Damri bahalap tutu,positive
317,Handak mawi postingan je isi te mengedukasi customer gojek.,neutral
352,Ratusan huma hong medan lelep awi banjir,neutral
751,"Ramu ah sadang, cuma je aku hengan xiaomi redmi note due (2) tuh tombol onnya ah puna  agak rusak? Terus baterai puna cepat bakurang kah juragan?",negative
856,Bahali tutu mempercaya uluh ji jadi puji berkhianat.,negative
504,"Eka hung gombel dengan pemandangan semarang, dumah ih hamalem awi lampu kota tau tapayah, panginan mangat steak dengan teh balasut menu wajib hetuh, dua eka hung luar awi riwut te sadingen tuntang sejuk.",positive
13,"Aku tuh sala ije ji ulun cukup setia dengan kampung daun bara awal buka hung tahun 2003 mun dia sala, kuallitas panginan pas nampara te bahalap, tapi bara sasar rami semakin ka hetuh, makanan je disediakan dia kilau biasa ah, dan kadang pelayan kilau cuek tutu, itah memeteh papire panginan tapi pas dumah panginan te jadi sadingen tuntang dia manarik, tapi eka bahalap.",positive
978,"Bari sanga thailand hong rega telu puluh lime ribu, budas, baya tege suir manuk isut. Seafood nah jatunti.",negative
570,"Kilau je itah katawan, brownies je asli bara amerika te wadai bantat puna berwarna coklat. Toko amanda mengkreasikan brownies dengan cara memasak ah bakukus. Brownies kukus tuh sama sinde dia tutu. Tekstur ampi sama ih kilau bolu biasa. Jadi kuangku, jituh beken brownies.",negative
489,"Amun dumah kan restoran tuh pas bujur halemei dengan hamalem, mimbit pasangan mangat tau mengkeme kamangat kuman hamalem ji romantis dengan tempayah ji mias kehalap ah",positive
862,"Pengalaman haru pertama sukup mengesankan awi sukup tekejet sepuna limbah selesai memeteh penginan, ije biti staf menengak dawen pisang kan mejaku beken piring atau sendok, jadi amun kuman hetuh besiap ih akan kuman hapan lenge awi itah akan mengkeme sensasi unik dahang alas kuman te dawen pisang.",positive
774,Eka ije daerah kuliner je sukup menggugah belai. Baya jadi bingung kea mintih ah. Akhir ah aku nyoba kerak tanteluh tuntang mie kocok sambil mehining pertunjukan musik lagu lagu nostalgia barat. Sukup direkomendasikan.,positive
950,Akan memasti te indu tau dumah kan kantor cab bank mandiri tersewut pada andau tuntang jam begawi akan mahurup duit.,neutral
614,"Mendai kareta jayabaya malang - jakarta tende hong gubeng, tiket telu puluh lime ribu dahang asuransi jahawen ribu bara traveloka",neutral
569,Dpr menengak apresiasi akan uluh bawi ji umba huang pilkada  due ribu hanya welas (2018),neutral
666,"Aku dumah akan kuman hamalem hayak keluarga. Jituh haru sinde kali aku kan hetuh. Kondisi diak lalau ramie. Akan interior, ampi diak barasih kuangku. Tege rutik karihak awan penginan hong laseh dengan meja, ampi te diak merasih sampai behimat. Akan angat penginan, biasa, diak lalau istimewa.",negative
965,"Duhup sanan kan anggota dewan ela kelapean revisi perpu ormas dengan mempingat kan janj te amun perpu diak revisi, are macam elemen masyarakat akan mempelua sikap.",neutral
486,Keripik jawau te penginan mehian mangat tutu dengan pas akan kawal wayah tugas,positive
545,"Batagor tuntang siomay kinsley tuh jatunti cabang eka beken. Panginan mangat, terutama batagor, siomay tuntang baso ah dia hapan kare pangawet. Tuntang mun handak akan oleh oleh tege paket je tau imbit bulie. pertahankan hindai kualitas ah.",positive
707,"Ela puji meteh mahalau layanan tuh kawal samandiai. Nampa bajilek!, villa ah kotor, peralatan te uras dia layak hapan.",negative
514,"Pendaftaran nampara hanjewu, kementerian kominfo buka beasiswa pelatihan digital akan saribu kabiti.",neutral
855,"Sebagai netijen ji haru april male bepesiar kan toba, baya handak hamauh jite bujur are taluh ji mawi kecewa bara sistem pariwisata hong kanih. Parapat te papa, bahali gau akomodasi ji bujur buah bahalap, agen transportasi diak profesional, pokok te jatun tau rekomendasi haguet kan parapat.",negative
412,Bajilek tutu dengan jatunti ji mehirau ewen pelayan restoran. Mawi pehe atei tutu pelayanan ewen!,negative
590,"Eka ah menurut aku biasa ih, kurang barasih. Panginan gin biasa ih.",negative
456,"Akan usaha je mempelua hong eka tuh hasil te biasa-biasa ih. Ji mawi pehe atei te mutu penginan jituh mawi pehe atei. Panginan te sekadar masak ih. Akan kelas kuliner bandung je mangat mangat, jituh nampehe atei. Tege karcis tame per biti sapuluh ribu dengan oto lime welas ribu.",negative
467,Aku je keluarga lagi menggau eka kuman limbah nonton. Ikei peda kuman hong resto atau kafe hong mal. Nentekas gitan te resto hong gentau jalan. Jadi tahi ikei diak kuman kari. Tendelah ikei kan resto ji tame golongan kurik baya jalatien meja. Sekalinya mangat eka dengan penginan nah.,positive
852,Kupi starbucks buhenlah tau mangat bujur nah,positive
861,"Kuan nah hong kanih handak bangun transmart, sansila bangunan te.",neutral
628,"Tutu pengalaman unik, kuman hong bentuk sawah hong helang parey ji tukep handak behenda. Dengan intihan penginan ji are macam, nyerungan ji menarik dengan mawi tege belai.",positive
181,"Kuman hayak dengan paharin bawi pire pire waktu ji halau, eka nyaman mangat akan pumpung, pelayanan bahalap. Jadi are pire kali kuman hetuh.",positive
208,"Eka oleh oleh pina lengkap tuntang sadang mangat, mangat menjangkau, rega terjangkau, tuntang pelayanan ah ramah.",positive
122,"Uy eviana, belaku maaf  akan ketidaknyamanannya. Akan kontak bara indosat tau menduan akses tautan jituh. Takan pengecekanlah. Tarima kasih. Erf",neutral
655,Penginan te indomie dengan roti papuy. Akan eka ji sama kilau cabang ji beken te mangat akan hakumpul.,positive
182,"Sambal dengan dawen serawung, tomat dengan lombok kurik.  Angat sambal jituh ji mawi kota hong garut je ara cibiuk jadi terkenal. Sambal jituh tau kinan hayak lauk gurame goreng tau kea dengan manuk goreng. Angat ah mangat tutu. Tege kea tempu cabang ji beken ndai bara hong lengkong cibiuk.",positive
316,Aku jadi konfirmasi kan ewen gramedia baya lempar kanih kate jatun ati kejelasan. Ewen gramed sampai spv hung outlet tersewut jatunti promo. Pehe atei lempar kanih kate kute,negative
216,Salamat je beken ji handak bapak isek tau sewut ikei hindai. tarima kasih zan.,neutral
865,"Menumun ikei eka tuh biasa ih jatun ati atraksi atau tempayahan ji menarik dengan rega tiket sapuluh ribu per biti, amun tempayah gunung yuh puna jadi seharus te awi tege hong daerah gantung. Akan wisata penginan kea diak lalau are ji tau intih kilau eka ji ije hindai.",negative
894,"Aku puna jadi tahi menjadi pelanggan madtari bara nyelu due ribu due, wayah te masih berupa warung tenda kurik ji tutu rami hamalem. Pire nyelu huran eka huang bangunan ji permanen, bara hete aku mengkeme mutu nah agak muhun imbanding dengan wayah hong warung tenda. Ji jelas, rega mendai sukup signifikan, imbanding warung kilau te, mungkin labih larang.",negative
329,"Komentar je ke ije jadi pasti venue ji bahalap, pelayanan bejenta bajurah, tuntang akan penginan ji intih te lauk papuy dengan sop ikuh te ji aku nengak nilai epat baya akan es bua te aku nengak nilai lime lah!",positive
169,"Hong restoran jituh penginan ji nyedia are tutu dengan rega sukup terjangkau, taduh",positive
374,Aku bahiri nampayah ketun je tau menyupa kesanang.,negative
558,Libas mili pulsa handak daftar paket internet gagal tarus dan nyuhu mengulang tarus hung telu jahawen telu (363) tuntang tatap dia ulih.,negative
776,"Eka ah bahalap tutu apalagi mun hamalem dihiasi dengan lampu lampu, sangat romantis. Cocok akan pasangan. Kejau bara je rami. Riwut sadingen tutu. Itah ulih nampayah keindahan kota bara hunjun.",positive
56,"Penginan ah mangat mangat dengan bahalap tempayah akan bekodak, sanang. Maka mihup mangat kea dengan eka  puna mangat  akan rami- rami hayak kawal.",positive
529,"Ji kadue kali aku dumah. Uras panginan je jadi aku nyoba urasmangat mangat, tuntang eka ah masih mewah kilau huran. Dia puji menyesal kuman hung hetuh.",positive
