abu,awu,,,,,,,,,
adopsi,ngangkat anak,adopsi,,,,,,,,
aduh,aduh,,,,,,,,,
aktif,aktif,,,,,,,,,
aku,aku,,,,,,,,,
alam,alam,,,,,,,,,
alasan,alesan,,,,,,,,,
aman,aman,,,,,,,,,
amat,banget,sanget,pol,,,,,,,
ambil,njupuk,,,,,,,,,
ancam,ancem,,,,,,,,,
ancaman,anceman,,,,,,,,,
aneh,aneh,,,,,,,,,
anehnya,anehe,,,,,,,,,
anggun,anggun,,,,,,,,,
anti,anti,,,,,,,,,
antisipasi,antisipasi,,,,,,,,,
api,geni,,,,,,,,,
apresiasi,ngregani,apresiasi,,,,,,,,
asing,asing,,,,,,,,,
asyik,asyik,,,,,,,,,
badass,bajingan,,,,,,,,,
bagi,bagi,,,,,,,,,
bagus,apik,,,,,,,,,
bahagia,seneng,,,,,,,,,
bahaya,bebaya,,,,,,,,,
baik,apik,,,,,,,,,
ban,ban,,,,,,,,,
bangga,bangga,,,,,,,,,
bantu,ngewangi,nulung,,,,,,,,
batal,batal,,,,,,,,,
batas,bates,wates,,,,,,,,
bebas,bebas,,,,,,,,,
beberapa,sawetara,,,,,,,,,
bela,ngewangi,mbela,,,,,,,,
belakang,mburi,,,,,,,,,
benar,bener,,,,,,,,,
bencana,mala,,,,,,,,,
benci,pegel,gething,,,,,,,,
berani,wani,,,,,,,,,
berarti,tegese,,,,,,,,,
berat,abot,,,,,,,,,
berbahaya,mebabayani,nyilakani,,,,,,,,
berdarah,getihen,,,,,,,,,
berdoa,ndongo,,,,,,,,,
berduka,sungkawa,,,,,,,,,
berguna,migunani,,,,,,,,,
berhak,nduweni hak,,,,,,,,,
berharap,ngarep,,,,,,,,,
beri,ngewehi,menehi,,,,,,,,
berkomitmen,setya,,,,,,,,,
berlebihan,kakehen,,,,,,,,,
bermanfaat,migunani,mupangati,,,,,,,,
bersaing,saingan,,,,,,,,,
bersama,bareng,bebarengan,,,,,,,,
bersedih,susah,,,,,,,,,
bersembunyi,ndhelik,,,,,,,,,
bersorak,bengok-bengok,,,,,,,,,
besar,gedhe,,,,,,,,,
biadab,jahat,kurang ajar,kejem,,,,,,,
biaya,biaya,duit,,,,,,,,
bingung,bingung,,,,,,,,,
bodoh,goblok,bodho,,,,,,,,
bohong,ngapusi,,,,,,,,,
bom,bom,,,,,,,,,
buka,mbukak,,,,,,,,,
bunga,kembang,,,,,,,,,
bungkam,meneng,,,,,,,,,
bunuh,mateni,,,,,,,,,
bunuh diri,kendhat,bunuh diri,,,,,,,,
buruk,elek,ala,,,,,,,,
buta,wuta,,,,,,,,,
cantik,ayu,,,,,,,,,
capai,"gedok (raih, sampai)","giyuk (raih, sampai)",kesel (lelah),,,,,,,
cari,golek,,,,,,,,,
cedera,tatu,,,,,,,,,
cegah,nyegah,,,,,,,,,
cemas,kuwatir,,,,,,,,,
cepat,cepet,,,,,,,,,
cerdas,pinter,cerdas,,,,,,,,
cinta,tresna,,,,,,,,,
cium,ngambung,,,,,,,,,
cocok,pantes,,,,,,,,,
copet,nyolong,nyopet,,,,,,,,
damai,tentrem,,,,,,,,,
dapat,iso,,,,,,,,,
daya,daya,,,,,,,,,
diabaikan,dijarno,,,,,,,,,
diam,meneng,,,,,,,,,
diancam,diancem,,,,,,,,,
dibersihkan,diresiki,,,,,,,,,
dicuri,dicolong,,,,,,,,,
dihukum,diukum,,,,,,,,,
dikalahkan,dikalahno,,,,,,,,,
dipercaya,dipercoyo,,,,,,,,,
dipermalukan,disin-isini,,,,,,,,,
dipertanyakan,ditakoki,,,,,,,,,
diprovokasi,diprovokasi,dihasut,,,,,,,,
disebut-sebut,kasebut-sebut,,,,,,,,,
ditakuti,diwedeni,,,,,,,,,
ditangkap,dicekel,,,,,,,,,
diteror,diden-deni,diteror,,,,,,,,
ditinggalkan,ditinggalno,,,,,,,,,
ditingkatkan,ditingkatno,,,,,,,,,
dituduh,diarani,,,,,,,,,
ditunda,ditundha,,,,,,,,,
doa,doa,,,,,,,,,
doktrin,doktrin,,,,,,,,,
duka,kasusahan,,,,,,,,,
dukung,ndhukung,,,,,,,,,
dukungan,ndhukung,,,,,,,,,
efektif,efektif,,,,,,,,,
eksklusif,khusus,,,,,,,,,
empati,empati,,,,,,,,,
fitnah,fitnah,,,,,,,,,
fokus,fokus,,,,,,,,,
gagah,kuwat,,,,,,,,,
gagal,gagal,,,,,,,,,
gampang,gampang,penak,,,,,,,,
ganggu,ngganggu,,,,,,,,,
gaya,nggaya,,,,,,,,,
gelap,peteng,,,,,,,,,
gentar,wedi,gemeter,,,,,,,,
gertak,sentak,,,,,,,,,
gila,gendeng,edan,,,,,,,,
guncang,hoyak,,,,,,,,,
guncangan,hoyakan,,,,,,,,,
ha,ha,,,,,,,,,
habis,entek,,,,,,,,,
hal,masalah,perkoro,,,,,,,,
hancur,ancur,,,,,,,,,
hantu,setan,memedi,,,,,,,,
harapan,pangarepan,,,,,,,,,
harga,rego,,,,,,,,,
harta,bandha,,,,,,,,,
hasil,kasil,,,,,,,,,
