abu,habu,,,,,,,,,
adopsi,haragu,gaduh,,,,,,,,
aduh,aduh,akay,,,,,,,,
aktif,kada baranai,,,,,,,,,
aku,aku ,ulun,,,,,,,,
alam,alam,dunia,,,,,,,,
alasan,alasan,,,,,,,,,
aman,aman,,,,,,,,,
amat,banar,liwar,,,,,,,,
ambil,ambil,jumput,,,,,,,,
ancam,ancam,,,,,,,,,
ancaman,ancaman,,,,,,,,,
aneh,anih,,,,,,,,,
anehnya,anihnya,,,,,,,,,
anggun,bungas,langkar,,,,,,,,
anti,kada,,,,,,,,,
antisipasi,bajaga-jaga,,,,,,,,,
api,api,,,,,,,,,
apresiasi,pujian,,,,,,,,,
asing,kada kenal,,,,,,,,,
asyik,rami,,,,,,,,,
badass,kada baik,,,,,,,,,
bagi,bagi,,,,,,,,,
bagus,bagus,,,,,,,,,
bahagia,sanang,,,,,,,,,
bahaya,bahaya,,,,,,,,,
baik,baik,,,,,,,,,
ban,ban,,,,,,,,,
bangga,bangga,salut,,,,,,,,
bantu,bantu,tulung,,,,,,,,
batal,batal,kada jadi,,,,,,,,
batas,tikas,,,,,,,,,
bebas,bibas,,,,,,,,,
beberapa,barapa,,,,,,,,,
bela,lawanakan,,,,,,,,,
belakang,balakang,,,,,,,,,
benar,bujur,,,,,,,,,
bencana,bala ,,,,,,,,,
benci,muar,,,,,,,,,
berani,wani,,,,,,,,,
berarti,baharaga,,,,,,,,,
berat,barat,,,,,,,,,
berbahaya,babahaya,,,,,,,,,
berdarah,badarah,,,,,,,,,
berdoa,badoa,,,,,,,,,
berduka,sadih,,,,,,,,,
berguna,tapakai,,,,,,,,,
berhak,bisi hak,,,,,,,,,
berharap,baharap,,,,,,,,,
beri,bari,,,,,,,,,
berkomitmen,tanggungjawab,,,,,,,,,
berlebihan,kaliwaran,kalimpatan,,,,,,,,
bermanfaat,tapakai,,,,,,,,,
bersaing,basaing,,,,,,,,,
bersama,baimbai,,,,,,,,,
bersedih,sadih,,,,,,,,,
bersembunyi,basambunyi,batabun,,,,,,,,
bersorak,barsurak,,,,,,,,,
besar,ganal,,,,,,,,,
biadab,kurang ajar,,,,,,,,,
biaya,haraga,,,,,,,,,
bingung,bingung,,,,,,,,,
bodoh,bungul,,,,,,,,,
bohong,dusta,,,,,,,,,
bom,bom,,,,,,,,,
buka,buka,urak,,,,,,,,
bunga,kambang,,,,,,,,,
bungkam,tutup,,,,,,,,,
bunuh,bunuh,,,,,,,,,
bunuh diri,bunuh diri,,,,,,,,,
buruk,buruk,,,,,,,,,
buta,picak,,,,,,,,,
cantik,bungas,,,,,,,,,
capai,gapai,,,,,,,,,
cari,cari,,,,,,,,,
cedera,luka,,,,,,,,,
cegah,tagur,,,,,,,,,
cemas,baganangan,,,,,,,,,
cepat,lakas,hancap,laju,,,,,,,
cerdas,pintar,,,,,,,,,
cinta,sayang,,,,,,,,,
cium,cium,mangit,,,,,,,,
cocok,cucuk,,,,,,,,,
copet,jambrit,,,,,,,,,
damai,akur,,,,,,,,,
dapat,dapat, ,,,,,,,,
daya,daya,tanaga,,,,,,,,
diabaikan,kada diherani,,,,,,,,,
diam,diam,,,,,,,,,
diancam,diancam,,,,,,,,,
dibersihkan,dibarasihakan,,,,,,,,,
dicuri,dicuntan,,,,,,,,,
dihukum,dihukum,,,,,,,,,
dikalahkan,dialahakan,,,,,,,,,
dipercaya,diparcaya,,,,,,,,,
dipermalukan,disupanakan,,,,,,,,,
dipertanyakan,ditakuniakan,,,,,,,,,
diprovokasi,dihabui,,,,,,,,,
disebut-sebut,disambat-sambat,,,,,,,,,
ditakuti,ditakutani,,,,,,,,,
ditangkap,ditangkap,,,,,,,,,
diteror,dicamuhi,,,,,,,,,
ditinggalkan,ditinggalakan,,,,,,,,,
ditingkatkan,ditambahiakan,,,,,,,,,
dituduh,dituduh,,,,,,,,,
ditunda,diundur,,,,,,,,,
doa,doa,,,,,,,,,
doktrin,dipangaruhi,,,,,,,,,
duka,sadih,,,,,,,,,
dukung,dukung,,,,,,,,,
dukungan,dukungan,,,,,,,,,
efektif,pas,,,,,,,,,
eksklusif,larang,,,,,,,,,
empati,maras,,,,,,,,,
fitnah,fitnah,,,,,,,,,
fokus,fokus,,,,,,,,,
gagah,gagah,,,,,,,,,
gagal,gagal,,,,,,,,,
gampang,nyaman,,,,,,,,,
ganggu,haur,,,,,,,,,
gaya,gaya,,,,,,,,,
gelap,kadap,,,,,,,,,
gentar,gair,,,,,,,,,
gertak,gatap,,,,,,,,,
gila,gila,,,,,,,,,
guncang,guncang,,,,,,,,,
guncangan,guncangan,,,,,,,,,
ha,ha,,,,,,,,,
