id,lang,source,target
219,banjar,Nikmati cicilan 0% hingga 12 bulan untuk pemesanan tiket pesawat air asia dengan kartu kredit bni!,Rasai cicilan 0% sampai 12 bulan gasan mamasan tikit pasawat air asia lawan kartu kridit bni!
209,banjar,"Kue-kue yang disajikan bikin saya bernostalgia. Semuanya tipikal kue zaman dulu, baik dari penampilan maupun rasa. Kuenya enak dan harganya juga murah.","Wadai wadai nang disurung maulah banustaltalgia. Sabarataan mudilnya wadai jaman bahari, mulai panampilan wan jua rasa. Wadainya nyaman wan haraganya jua murah."
436,banjar,Ibu pernah bekerja di grab indonesia,Mama suah bagawi di grab indonesia
394,banjar,"Paling suka banget makan siang di sini ayam sama sambalnya enak banget harganya luar biasa hemat, rasa ayamnya meresap sampai ketulangnya, es lidah buayanya juga segar bikin adem perut setelah makan sambal yang pedas, pelayannya sigap dan ramah, yang aku suka di tempat kasir ada tulisan 10% disumbangkan untuk beramal, buat makan jadi lebih enak ke perut","Paling katuju banar makan siang disini ayam lawan sambalnya nyaman banar haraganya luar biasa imit, rasa ayamnya rasap sampai ka tulangnya, es lidah buayanya jua sigar maulah dingin parut imbah makan sambal nang padas, palayanannya sikap wan lamahan, nang ulun katuju di wadah kasir ada tulisan 10% disumbangakan gasan baa,al, maulah makan jadi nyaman ka parut."
592,banjar,Pelayanan bus DAMRI sangat baik,Palayanan bus DAMRI baik banar
317,banjar,Mau bikin postingan yang isinya mengedukasi customers gojek.,Hadan baulah postingan nang isinya mandidik palanggan gojek
352,banjar,Ratusan rumah di medan terendam banjir,Ratusan rumah di medan tarandam banjir.
751,banjar,"Barangnya lumayan, cuma yang saya heran xiaomi redmi note 2 ini tombol onnya memang agak rusak? Terus baterai memang cepat low bat juragan?","Barangnya talumayan, tagal nang ulun heran xiaomi redmi note 2 ngini picikan onnya dasar pina rusak? Mbahtu baterai dasar lakas low bat kah juragan?"
856,banjar,Sulit sekali mempercayai orang yang sudah pernah berkhianat,Ngalih banar mampercayai urang nang suah bahianat
504,banjar,"Lokasi di gombel dengan pemandangan semarang, datanglah malam karena lampu kota akan terlihat, makanan enak steak dan teh hangat menu wajib di sini, ambil spot di luar karena udara dingin dan sejuk","Lukasi intang gombel wan pamandangan semarang, datang ai mun malam gegara lampu kuta nang bakal talihat, makanan nyaman steak wan teh hangat surungan nang wajib di sini, ambil wadah di luar karena hawanya dingin wan sajuk"
13,banjar,"Waktu itu ke sini pesan nasi goreng dan kentang goreng, nasi gorengnya semua suka. Kentang gorengnya enak banget, dan presentasinya bagus. Keluarga bilang kopinya enak. Hal yang sangat baik di sini adalah tempatnya luas dan yang di luar bisa lihat pemandangan dusun bambu, tapi pelayanannya tidak cepat sehingga saya harus bertanya beberapa kali tentang pesanan saya. Harganya cukup mahal, namun karena makanannya enak semua jadi terbayarkan. Tidak perlu pikir dua kali jika mau ke tempat ini lagi.","Pas ngitu ka sini bapasan nasi basanga wan kentang basanga, nasi basanganya barataan katuju. kentang basanganya nyaman banar wan presentasinya baik. Kaluarga bapadah kupinya nyaman. Hal nang baik banar intang sini adalah wadahnya luas wan nang di luar kawa malihat pamandangan dusun bambu, tagal pelayanannya kada lakas jadi ulun harus batakun babarapa kalian tentang pasanan ulun. Haraganya mayan larang, tagal gegara makanannya nyaman barataan jadi tabayarakan. Kada usah salang bapikir dua kali amun handak ka sini pulang. "
978,banjar,"Nasi goreng thailand di harga 35 ribu, polos, hanya ada suir ayam sedikit. Seafoodnya tidak ada.","Nasi goreng thailand di haraga 35 ribu, polos, babaya ada suir ayam saikit. Seafoodnya kadida."
570,banjar,"Seperti yang kita tahu, brownies yang asli dari amerika adalah kue bantat yang memang berwarna cokelat. Toko amanda mengkreasikan brownies dengan memasaknya secara mengukus. Brownies kukus ini sama sekali nggak banget. Teksturnya malah sama dengan bolu biasa. Jadi menurut saya, ini bukan brownies.","Nang kaya kita tahu, brownies nang asli mulai amerika adalah wadai bantat nang dasar bawarna cokelat. Toko amanda mengkreasiakan brownies wan mamasaknya bakukus. Brownies kukus ngini sama sekali kada banar. Teksturnya malahan sama nang kaya bolu biasa. Jadi manurut ulun, ngini lain brownies. "
489,banjar,"Jika datang ke restoran ini sangat cocok pada sore dan malam hari, membawa pasangan untuk menikmati makan malam yang romantis dan pemandangan yang sangat menakjubkan","Mun datang ka risturan ini liwar cucuk pas sore wan malam hari, mambawa pasangan gasan manikmati makan malam nang rumantis wan pamandangan nang liwar mambari kapingin."
862,banjar,"Pengalaman pertama cukup mengesankan karena cukup kaget ternyata setelah selesai memesan makanan, salah satu staf memberikan daun pisang ke meja saya bukan piring atau sendok, jadi jika makan di sini bersiaplah untuk makan menggunakan tangan karena kita akan merasakan sensasi yang unik ditambah alas makannya daun pisang.","pangalaman sakali cukup mangesankan gara-gara cukup takajut sakalinya imbah tuntung makan mamesan makanan, saiukung staf mambariakan daun pisang ka meja ulun lain piring atawa sindok, jadi makan di sini basiap makan pakai tangan karena kita handak marasaakan sensasi nang unik ditambah alas makannya daun pisang"
774,banjar,Salah satu area kuliner yang cukup menggugah selera. Namun jadi bingung juga milihnya. Akhirnya ku coba kerak telur dan mie kocok sembari mendengarkan pertunjukan musik dengan lagu-lagu nostalgia barat. Cukup direkomendasikan.,Salah sauting area kuliner nang mayan manggugah salira. Tagal jadi bingung jua mamilhnya. Akhirnya ulun cuba karak intalu wan mie kocok sambil mandagariakan patunjukan musik wan laggu-lagu barat bahari. Mayan disurungakan
950,banjar,Untuk memastikannya ibu bisa datang ke kantor cab bank mandiri tersebut pada hari dan jam kerja untuk penukaran uang.,Gasan mamastiakannya ibu kawa datang ka kantur cab bank mandiri ngitu pas hari wan jam bagawi gasan mahurupakan duit.
614,banjar,"Naik kereta jayabaya malang - jakarta berhenti di gubeng, tiket 35 ribu plus asuransi 6 ribu via traveloka","Naik kereta jayabaya malang - jakarta basinggah di gubeng, tiket 35 ribu plus asuransi 6 ribu via traveloka"
569,banjar,Dpr memberi apresiasi atas keikutsertaan perempuan pada pilkada 2018.,Dpr mambari apresiasi gasan kaumpatan binian pada pilkada 2018
666,banjar,"Saya datang untuk makan malam bersama keluarga. Ini pertama kali saya ke sini. Kondisi tidak terlalu ramai. Untuk interior, agak kotor menurut saya. Adanya remah-remah bekas makanan di lantai dan meja, sepertinya tidak dibersihkan secara sempurna. Untuk rasa makanan, standar, tidak terlalu istimewa.","Ulun datang gasan makan malam lawan kaluwarga. Ini pamulaan ulun ka sini. Kondisi kada talalu rami. Gasan interior, pina rigat manurut ulun. Adanya rimah-rimah bakas makanan di lantai wan meja, pinanya kada dibarasihakan buju2 bujur. Gasan rasa makanan, standar, kada talalu istimewa."
965,banjar,"Tolong bilang ke anggota dewan jangan lupa revisi perppu ormas dan ingatkan janjinya kalau perppu tidak direvisi, berbagai elemen masyarakat akan mengeluarkan sikap.","Tulung bapadah ka anggota dewan jangan kada ingat revisi perppu ormas wan ingatiakan janjinya amun perppu kada direvisi, bamacam elemen masyarakat bakalan mangaluarakan sikap"
486,banjar,Keripik singkong itu makanan ringan terenak dan tepat buat menemani waktu tugas,karipik jawaw itu makanan ringan paling nyaman wan cucuk gasan mangawani waktu tugas
